rssi,timestamp,I_0,Q_0,I_1,Q_1,I_2,Q_2,I_3,Q_3,I_4,Q_4,I_5,Q_5,I_6,Q_6,I_7,Q_7,I_8,Q_8,I_9,Q_9,I_10,Q_10,I_11,Q_11,I_12,Q_12,I_13,Q_13,I_14,Q_14,I_15,Q_15,I_16,Q_16,I_17,Q_17,I_18,Q_18,I_19,Q_19,I_20,Q_20,I_21,Q_21,I_22,Q_22,I_23,Q_23,I_24,Q_24,I_25,Q_25,I_26,Q_26,I_27,Q_27,I_28,Q_28,I_29,Q_29,I_30,Q_30,I_31,Q_31,I_32,Q_32,I_33,Q_33,I_34,Q_34,I_35,Q_35,I_36,Q_36,I_37,Q_37,I_38,Q_38,I_39,Q_39,I_40,Q_40,I_41,Q_41,I_42,Q_42,I_43,Q_43,I_44,Q_44,I_45,Q_45,I_46,Q_46,I_47,Q_47,I_48,Q_48,I_49,Q_49,I_50,Q_50,I_51,Q_51,I_52,Q_52,I_53,Q_53,I_54,Q_54,I_55,Q_55,I_56,Q_56,I_57,Q_57,I_58,Q_58,I_59,Q_59,I_60,Q_60,I_61,Q_61,I_62,Q_62,I_63,Q_63
-55,136843182,80,0,5,0,-20,-20,-20,-20,-20,-18,-19,-17,-19,-18,-18,-18,-17,-15,-17,-12,-18,-11,-18,-10,-17,-9,-15,-11,-15,-11,-15,-10,-15,-10,-15,-11,-14,-11,-14,-9,-12,-9,-11,-9,-10,-8,-9,-7,-8,-8,-8,-9,-8,-9,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-17,-11,-17,-12,-16,-13,-16,-15,-16,-16,-16,-17,-17,-17,-17,-18,-17,-19,-16,-20,-16,-20,-17,-21,-17,-22,-16,-23,-15,-22,-15,-22,-16,-22,-17,-21,-18,-20,-19,-20,-18,-21,-17,-21,-17,-21,-20,-21,-21,-21,-20,-19
-57,137150564,80,0,5,0,-3,-27,-4,-27,-4,-26,-5,-25,-6,-23,-6,-22,-6,-20,-7,-19,-8,-19,-7,-19,-5,-19,-7,-19,-8,-18,-9,-19,-7,-18,-5,-17,-4,-16,-5,-15,-6,-13,-5,-14,-4,-14,-4,-13,-4,-12,-4,-13,-3,-13,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,-3,-21,-2,-22,-1,-22,0,-23,0,-23,1,-24,1,-24,1,-25,2,-26,3,-26,3,-27,3,-28,4,-28,3,-27,3,-28,2,-28,2,-28,2,-28,1,-27,1,-26,0,-27,-1,-28,-2,-28,-1,-29,-1,-28,0,-27
-25,138602053,28,-64,1,0,-19,16,-17,16,-15,17,-14,17,-13,18,-13,19,-13,19,-13,20,-13,20,-13,19,-14,18,-14,17,-14,16,-13,15,-13,13,-12,12,-11,12,-10,11,-9,11,-8,11,-8,11,-8,11,-8,11,-8,10,-9,10,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-6,8,-7,9,-9,9,-10,10,-11,10,-13,10,-14,10,-15,9,-16,9,-16,8,-16,8,-16,8,-15,8,-14,9,-14,10,-14,12,-15,13,-15,15,-16,16,-18,18,-19,18,-20,19,-22,19,-23,19,-23,18,-23,18
-25,138628023,28,-64,1,0,-29,-11,-28,-12,-27,-12,-25,-12,-23,-12,-22,-11,-20,-10,-19,-9,-19,-7,-18,-6,-18,-5,-18,-4,-19,-3,-19,-2,-19,-3,-19,-3,-19,-4,-18,-5,-17,-6,-16,-6,-15,-7,-13,-7,-12,-6,-11,-6,-10,-6,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-11,-7,-11,-8,-10,-8,-10,-8,-10,-8,-10,-7,-11,-7,-13,-7,-14,-7,-16,-8,-17,-9,-18,-10,-19,-12,-19,-13,-19,-14,-18,-15,-18,-15,-17,-15,-17,-14,-17,-13,-18,-12,-19,-11,-20,-10,-22,-9,-24,-9,-26,-8
-25,138674031,28,-64,1,0,-31,13,-29,14,-27,16,-26,18,-25,19,-25,20,-26,20,-27,21,-27,20,-27,19,-27,18,-26,17,-25,15,-24,13,-22,12,-20,12,-18,11,-17,11,-16,11,-15,11,-14,12,-14,12,-15,12,-15,11,-16,10,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,-12,8,-14,8,-16,9,-17,9,-19,8,-22,7,-23,6,-24,5,-25,4,-24,4,-24,3,-23,4,-23,5,-22,6,-23,8,-24,10,-25,12,-27,14,-29,15,-32,16,-34,16,-36,16,-37,15,-38,14,-39,13,-38,13
-25,138677123,28,-64,1,0,11,23,12,21,13,20,15,19,16,19,17,19,18,19,18,19,17,19,16,20,15,20,14,20,12,19,11,18,10,16,10,15,9,13,9,12,9,11,10,11,10,11,9,11,9,11,9,11,8,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,7,10,8,11,7,13,7,15,7,16,6,17,5,18,4,19,3,19,3,18,3,18,4,17,5,17,7,17,8,18,10,19,11,20,13,22,13,24,13,26,13,27,13,28,12,29,12,29,11,29
-25,138688235,28,-64,1,0,-27,2,-25,4,-24,6,-24,7,-24,9,-24,9,-25,10,-25,10,-25,9,-25,8,-25,7,-24,6,-23,6,-21,5,-20,5,-18,5,-17,5,-16,5,-15,5,-14,6,-14,6,-14,6,-14,6,-15,5,-15,4,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-12,2,-13,2,-15,2,-16,1,-18,0,-19,-1,-19,-2,-20,-4,-20,-4,-20,-5,-19,-5,-19,-4,-18,-3,-19,-2,-20,-1,-21,1,-23,2,-24,3,-26,3,-28,3,-30,3,-31,2,-32,1,-33,0,-32,0,-32,-1
-26,138968703,28,-64,1,0,22,28,19,28,17,26,15,24,13,22,13,19,13,16,13,13,14,10,16,9,18,8,19,8,20,8,21,9,21,10,20,12,18,13,16,13,14,12,12,12,10,11,9,9,8,8,8,6,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,1,11,1,10,2,10,3,10,5,10,7,11,8,13,9,15,10,18,10,20,10,22,8,24,6,24,5,24,4,24,3,22,4,21,5,19,7,18,10,17,13,16,16,17,20,18,23,20,24,22
-25,138984872,28,-64,1,0,15,-17,13,-19,12,-22,12,-24,12,-25,13,-26,14,-26,15,-25,15,-24,15,-23,15,-20,14,-19,12,-17,10,-16,8,-15,6,-14,5,-15,3,-15,3,-16,2,-17,3,-17,3,-17,5,-17,6,-15,7,-14,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,10,-7,11,-7,14,-7,15,-7,17,-6,18,-4,19,-3,19,-2,18,-1,17,-1,16,-1,15,-3,15,-5,15,-7,15,-10,17,-13,18,-14,21,-16,23,-17,25,-17,27,-17,28,-16,28,-14,28,-13,26,-13,25,-13
-26,139083536,28,-64,1,0,7,-29,3,-30,-1,-32,-2,-34,-3,-37,-3,-38,-2,-39,0,-39,1,-37,2,-36,2,-34,3,-31,2,-27,1,-24,0,-22,-3,-20,-5,-18,-7,-18,-8,-18,-9,-19,-9,-20,-9,-21,-8,-21,-6,-21,-4,-20,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,8,-13,10,-14,12,-15,15,-16,17,-16,19,-15,20,-14,21,-12,20,-11,19,-11,17,-11,15,-12,13,-14,12,-17,11,-21,11,-24,12,-28,13,-31,16,-34,19,-36,21,-37,23,-36,24,-35,24,-33,23,-32,21,-30
-25,139099422,28,-64,1,0,-21,20,-22,21,-24,20,-24,19,-24,18,-24,16,-23,14,-21,13,-19,12,-16,11,-13,11,-11,11,-9,12,-8,14,-7,15,-7,16,-7,17,-8,17,-9,17,-10,16,-10,14,-10,13,-10,11,-10,9,-9,8,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-15,0,-15,-2,-15,-3,-15,-4,-14,-4,-13,-4,-13,-4,-12,-2,-13,-1,-14,1,-15,3,-17,5,-20,6,-22,6,-24,5,-26,5,-27,4,-27,2,-27,1,-26,1,-25,1,-23,2,-21,3,-20,6,-19,9,-18,12
-25,139125748,28,-64,1,0,18,-10,17,-13,16,-15,17,-17,17,-19,18,-20,19,-20,20,-20,20,-19,20,-17,19,-15,18,-13,16,-12,14,-11,12,-11,10,-11,8,-12,6,-12,5,-13,5,-14,6,-15,7,-15,7,-14,8,-14,9,-13,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,11,-3,13,-2,14,-1,16,0,17,2,17,3,17,4,17,5,16,6,15,6,14,4,13,2,14,0,15,-2,16,-4,18,-6,21,-7,23,-8,26,-8,28,-7,29,-6,30,-5,30,-4,29,-3,28,-3,26,-3
-25,139193663,28,-64,1,0,3,-35,4,-34,6,-31,5,-28,5,-25,3,-22,1,-20,-1,-18,-4,-17,-7,-17,-9,-17,-11,-18,-11,-19,-11,-20,-10,-21,-9,-22,-7,-21,-5,-21,-4,-19,-3,-17,-2,-15,-2,-13,-3,-12,-3,-10,-4,-10,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,8,-8,8,-8,7,-7,6,-8,5,-8,4,-10,4,-12,4,-14,5,-17,7,-19,8,-21,10,-22,12,-22,14,-21,15,-20,15,-18,14,-17,12,-16,10,-16,8,-16,5,-18,2,-20,0,-22,-2,-26,-2,-30,-2,-32
-25,139287123,28,-64,1,0,15,-14,14,-17,13,-19,13,-21,13,-22,14,-23,15,-23,16,-23,16,-22,16,-20,15,-19,14,-17,13,-15,11,-14,9,-13,7,-13,5,-13,4,-14,4,-15,3,-15,3,-16,4,-16,5,-16,6,-15,7,-14,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,10,-5,12,-5,14,-5,15,-4,17,-2,17,-1,18,1,17,2,16,2,15,2,14,1,14,-1,13,-3,14,-5,15,-8,16,-10,19,-12,21,-13,24,-13,26,-13,27,-12,28,-11,28,-10,27,-9,26,-9,25,-9
-25,139390469,28,-64,1,0,-32,-25,-29,-22,-27,-18,-26,-14,-26,-10,-28,-7,-29,-5,-31,-4,-33,-3,-34,-4,-35,-5,-35,-6,-33,-8,-32,-9,-29,-10,-26,-10,-24,-10,-21,-8,-19,-7,-18,-5,-17,-4,-17,-2,-17,-1,-18,-1,-18,-2,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-10,-7,-11,-7,-13,-8,-15,-8,-17,-10,-19,-12,-21,-15,-21,-18,-21,-21,-20,-23,-19,-24,-17,-24,-16,-23,-15,-22,-15,-19,-16,-17,-19,-15,-22,-13,-25,-13,-29,-13,-33,-14,-37,-16,-39,-19,-41,-22,-42,-24,-42,-27
-25,139493337,28,-64,1,0,-6,-37,-6,-38,-5,-38,-3,-38,-2,-38,-1,-36,0,-34,0,-31,0,-28,-1,-26,-3,-24,-4,-22,-6,-21,-8,-20,-9,-20,-10,-21,-10,-21,-10,-22,-9,-22,-7,-22,-6,-21,-5,-20,-3,-19,-2,-17,-1,-16,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,5,-17,7,-17,8,-16,9,-15,9,-15,9,-14,8,-13,7,-14,6,-15,5,-17,4,-19,4,-22,4,-25,5,-27,6,-29,8,-30,10,-31,11,-31,12,-31,12,-30,12,-29,10,-28,8,-27,5,-27,2,-28,0,-29
-25,139599619,28,-64,1,0,13,37,13,33,13,29,14,26,16,23,18,22,20,21,22,20,24,21,24,22,24,23,23,24,21,24,19,24,17,24,15,22,13,20,11,18,11,16,10,14,11,13,11,12,11,11,12,11,12,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,10,6,11,7,12,8,13,9,16,10,18,10,21,9,24,8,26,6,27,5,28,3,27,2,26,2,25,4,23,6,22,8,22,11,22,14,23,17,26,20,28,22,32,22,35,22,38,21,41,20,42
-61,139601582,102,96,6,0,-22,-16,-22,-16,-21,-14,-18,-11,-16,-12,-18,-14,-21,-12,-21,-10,-18,-7,-18,-7,-20,-9,-17,-8,-17,-6,-18,-6,-16,-6,-14,-6,-14,-6,-13,-6,-13,-6,-12,-6,-15,-7,-17,-7,-16,-6,-12,-6,-7,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,-21,-1,-21,-2,-22,-4,-22,-5,-22,-7,-22,-9,-22,-11,-22,-11,-23,-11,-23,-12,-21,-15,-21,-16,-21,-16,-21,-15,-20,-13,-20,-13,-20,-16,-19,-18,-18,-15,-15,-14,-17,-16,-21,-17,-21,-16,-19,-13,-19,-12,-21,-14
-62,139606812,102,96,6,0,19,-13,17,-13,18,-15,21,-14,21,-9,17,-7,14,-10,13,-14,14,-15,15,-13,15,-11,14,-12,13,-13,12,-13,11,-13,11,-14,10,-13,8,-12,7,-13,8,-13,9,-10,10,-9,9,-10,8,-10,8,-8,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,17,-12,18,-12,19,-11,20,-11,21,-10,22,-9,22,-10,23,-9,23,-8,24,-8,25,-7,25,-5,25,-4,23,-4,23,-3,25,-4,24,-4,23,-4,22,-6,21,-7,21,-9,20,-9,20,-7,23,-7,25,-9,23,-10
-25,139698018,28,-64,1,0,0,-11,0,-12,0,-12,1,-12,1,-11,1,-11,1,-10,1,-9,1,-9,1,-8,0,-8,-1,-7,-1,-7,-2,-7,-2,-7,-2,-7,-2,-7,-2,-7,-1,-7,-1,-7,-1,-7,0,-7,0,-6,0,-6,0,-5,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-5,2,-5,3,-5,3,-5,3,-5,3,-4,3,-4,2,-5,2,-5,2,-5,2,-6,2,-7,2,-8,2,-8,3,-9,3,-9,4,-9,4,-9,4,-9,4,-9,4,-8,4,-8,3,-8,2,-8,2,-9,1,-9
-25,139698225,28,-64,1,0,22,-21,20,-20,17,-19,14,-19,11,-20,9,-21,8,-22,8,-23,7,-24,8,-25,8,-25,9,-25,10,-24,11,-23,12,-21,11,-19,11,-17,10,-15,8,-14,7,-13,5,-13,4,-13,4,-13,4,-13,5,-14,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-7,7,-8,7,-10,8,-11,9,-12,11,-13,13,-14,15,-14,17,-13,19,-13,19,-12,19,-11,19,-10,18,-10,16,-10,15,-11,14,-13,13,-15,13,-18,14,-20,15,-23,17,-25,19,-27,21,-28,23,-28,25,-27
-67,139717981,-4,-64,15,0,-25,-16,-23,-19,-25,-17,-26,-15,-25,-16,-23,-17,-22,-16,-22,-15,-22,-11,-23,-8,-22,-9,-21,-11,-21,-12,-21,-10,-20,-10,-19,-10,-17,-10,-16,-9,-16,-9,-15,-9,-14,-10,-13,-9,-12,-8,-11,-7,-12,-7,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-9,-6,-10,-7,-10,-8,-11,-9,-12,-9,-12,-10,-13,-10,-13,-11,-13,-11,-14,-12,-16,-12,-16,-13,-17,-14,-17,-15,-18,-15,-19,-15,-20,-15,-20,-13,-20,-11,-19,-15,-20,-18,-22,-18,-24,-17,-27,-16,-27,-15,-29,-15
-25,139802871,28,-64,1,0,-26,9,-23,9,-21,9,-18,10,-17,11,-15,13,-15,14,-15,15,-15,16,-16,17,-16,17,-17,16,-17,15,-17,14,-17,12,-16,11,-15,9,-14,8,-12,8,-11,7,-10,8,-9,8,-9,8,-9,8,-9,8,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-8,3,-9,4,-9,4,-11,5,-12,6,-14,7,-16,6,-17,6,-19,5,-20,4,-20,3,-20,2,-19,1,-18,1,-18,2,-17,3,-17,5,-17,7,-17,9,-19,11,-20,13,-22,14,-25,15,-27,15,-28,14,-29,14
-25,139877069,28,-64,1,0,-19,20,-20,20,-20,20,-21,19,-21,18,-20,17,-20,16,-19,14,-17,13,-16,12,-14,12,-12,12,-11,13,-10,13,-9,14,-9,15,-9,15,-10,15,-10,14,-11,13,-11,12,-11,11,-11,9,-11,8,-10,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-12,5,-13,5,-14,4,-14,3,-14,2,-13,2,-13,2,-13,3,-13,4,-13,6,-14,7,-15,8,-17,9,-18,10,-20,10,-22,10,-23,10,-23,9,-24,8,-23,8,-22,8,-21,8,-20,9,-19,10,-18,13,-18,14
-25,139908254,28,-64,1,0,8,-25,6,-25,4,-26,3,-27,3,-28,3,-29,3,-29,4,-29,5,-28,6,-27,6,-26,6,-24,6,-22,5,-20,4,-19,3,-18,2,-17,1,-17,0,-17,0,-17,0,-17,1,-18,2,-17,3,-16,3,-16,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,-12,4,-13,6,-15,7,-15,9,-16,11,-15,12,-15,13,-14,13,-13,13,-13,12,-13,11,-13,10,-14,9,-16,8,-18,8,-20,9,-22,10,-24,11,-26,13,-27,14,-28,15,-28,16,-27,17,-27,16,-26,16,-26
-25,140005269,28,-64,1,0,30,10,31,8,32,6,33,4,34,4,35,4,35,5,35,5,34,6,32,7,30,7,28,7,26,7,24,6,22,4,21,3,20,2,20,0,20,0,20,-1,20,0,20,0,20,1,19,3,18,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,4,15,5,16,7,17,9,17,11,18,13,17,15,17,16,16,16,15,16,15,15,16,13,17,12,19,11,21,10,24,10,27,11,30,12,32,13,33,15,34,17,34,19,34,20,33,21,32,20,32,20
-25,140114129,28,-64,1,0,-32,14,-32,12,-30,10,-28,9,-26,8,-24,8,-21,9,-19,10,-18,11,-17,12,-17,13,-17,14,-17,15,-18,15,-19,14,-19,13,-19,12,-19,10,-18,8,-17,7,-15,6,-14,5,-12,5,-12,5,-11,5,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-13,2,-13,1,-12,1,-12,2,-12,3,-13,4,-14,5,-16,6,-17,7,-19,7,-22,7,-23,6,-25,5,-25,3,-25,2,-25,2,-24,2,-23,2,-22,3,-22,5,-21,7,-22,9,-23,11,-24,14,-27,15,-29,16
-25,140177562,28,-64,1,0,-27,-17,-26,-17,-24,-17,-22,-16,-20,-15,-19,-13,-18,-11,-18,-9,-18,-7,-19,-6,-19,-6,-20,-6,-20,-5,-21,-6,-21,-6,-20,-7,-19,-8,-17,-8,-16,-8,-14,-8,-13,-8,-12,-8,-11,-7,-10,-6,-10,-6,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-9,-8,-8,-8,-8,-8,-8,-8,-9,-8,-10,-8,-11,-8,-13,-8,-14,-9,-16,-11,-16,-13,-17,-14,-16,-16,-16,-17,-15,-17,-14,-17,-14,-16,-14,-16,-15,-15,-15,-14,-17,-12,-19,-12,-21,-11,-23,-12,-26,-13,-27,-13
-25,140209952,28,-64,1,0,22,-15,21,-16,20,-17,20,-18,21,-19,21,-19,22,-19,22,-18,22,-18,21,-17,20,-15,19,-14,18,-13,17,-12,15,-12,14,-12,13,-12,12,-12,12,-12,12,-12,12,-12,12,-12,12,-11,13,-10,13,-9,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,10,-8,11,-8,13,-8,14,-8,16,-7,17,-6,18,-5,18,-4,18,-4,18,-4,17,-4,17,-5,17,-6,17,-8,18,-10,19,-11,21,-12,22,-13,24,-14,26,-13,28,-13,29,-12,29,-12,29,-11,28,-11,28,-11
-25,140210121,28,-64,1,0,16,-17,14,-18,14,-20,13,-21,13,-21,14,-21,14,-21,14,-21,15,-20,15,-19,14,-18,13,-16,12,-15,11,-15,10,-14,9,-14,8,-14,7,-14,7,-14,7,-14,7,-14,7,-13,8,-13,8,-12,9,-11,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-9,8,-9,10,-10,11,-10,12,-9,14,-9,14,-8,15,-7,15,-6,15,-6,14,-7,14,-7,13,-8,13,-10,14,-12,14,-13,15,-15,17,-16,18,-17,20,-17,21,-17,22,-17,23,-16,23,-15,22,-15,22,-15
-25,140311308,28,-64,1,0,-43,-16,-40,-17,-37,-17,-34,-16,-31,-15,-29,-13,-28,-10,-27,-8,-27,-5,-27,-3,-28,-2,-29,-2,-30,-2,-30,-3,-30,-4,-29,-5,-28,-6,-26,-7,-24,-8,-21,-8,-19,-8,-18,-7,-16,-6,-15,-5,-15,-5,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,-14,-8,-14,-9,-13,-9,-13,-8,-14,-7,-16,-7,-18,-6,-20,-7,-23,-8,-25,-9,-27,-11,-27,-14,-28,-16,-27,-18,-26,-19,-25,-19,-24,-18,-24,-17,-24,-16,-25,-14,-27,-12,-29,-10,-33,-9,-36,-9,-40,-9,-43,-10
-26,140341467,28,-64,1,0,22,-23,22,-21,21,-19,20,-17,18,-16,16,-15,14,-15,12,-16,11,-17,9,-17,9,-18,9,-19,9,-19,10,-19,11,-19,12,-18,12,-16,12,-15,12,-13,11,-11,10,-10,9,-9,8,-9,7,-8,7,-8,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,9,-7,9,-6,9,-6,8,-7,8,-7,8,-8,9,-10,10,-11,11,-12,13,-14,15,-14,17,-14,18,-13,19,-12,19,-11,19,-10,18,-10,18,-10,16,-11,15,-12,14,-14,14,-16,15,-19,16,-21,17,-23,19,-24
-25,140507711,28,-64,1,0,23,6,23,4,24,2,25,2,26,1,27,1,27,2,26,2,26,3,24,3,23,4,21,4,20,3,18,2,17,1,16,0,16,-1,16,-1,15,-2,15,-2,15,-2,15,-1,15,0,15,1,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,3,12,4,13,5,13,7,14,8,14,10,13,11,13,11,12,11,12,11,12,10,12,9,13,8,15,8,17,7,19,7,21,7,23,8,24,9,25,11,26,12,26,13,26,14,25,14,24,13,24,12
-26,140517416,28,-64,1,0,26,23,25,21,24,18,24,15,24,13,25,11,26,9,28,8,28,8,29,8,29,9,28,10,27,11,25,11,23,11,21,11,19,10,17,9,16,8,15,7,15,6,15,5,15,5,15,5,15,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,6,9,7,11,7,12,8,14,9,16,11,17,13,17,15,17,18,16,19,15,20,14,20,13,20,13,19,13,18,15,16,17,15,19,14,22,14,25,15,28,16,31,18,32,20,33,22,34,25,33,26
-26,140607789,28,-64,1,0,8,-37,9,-38,10,-38,12,-37,13,-36,13,-34,12,-31,12,-29,10,-27,9,-25,6,-24,4,-23,2,-23,1,-23,0,-24,0,-24,1,-24,2,-24,3,-24,3,-23,4,-22,5,-20,5,-18,6,-16,6,-15,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4,9,-15,10,-15,11,-14,12,-13,12,-12,12,-12,12,-12,11,-13,10,-14,10,-16,10,-18,10,-21,12,-23,13,-25,15,-26,17,-27,18,-27,20,-27,20,-26,20,-25,19,-25,18,-24,16,-25,14,-26,12,-29,11,-30
-26,140624066,28,-64,1,0,-13,-28,-13,-29,-12,-29,-11,-29,-10,-29,-9,-28,-8,-26,-7,-24,-7,-22,-7,-20,-8,-19,-9,-17,-10,-16,-11,-16,-12,-16,-12,-16,-12,-16,-11,-17,-10,-17,-9,-17,-8,-17,-6,-16,-5,-15,-4,-14,-4,-13,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,-2,-14,-1,-15,0,-15,1,-15,2,-15,2,-14,1,-14,0,-14,-1,-14,-2,-16,-3,-17,-4,-19,-4,-21,-4,-23,-3,-24,-3,-26,-2,-26,-1,-27,0,-27,0,-26,0,-25,-1,-24,-2,-24,-4,-24,-6,-24,-8,-25
-68,141383192,98,32,6,0,-11,-31,-12,-29,-12,-28,-10,-28,-10,-28,-12,-25,-13,-24,-11,-25,-9,-26,-10,-25,-11,-24,-10,-22,-9,-23,-8,-23,-8,-21,-7,-20,-6,-20,-6,-19,-5,-18,-4,-17,-4,-17,-3,-17,-2,-16,-2,-15,-1,-14,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-6,-10,-6,-10,-6,-11,-7,-12,-7,-13,-6,-14,-6,-16,-6,-16,-7,-17,-7,-18,-7,-19,-6,-20,-6,-21,-6,-21,-6,-21,-6,-22,-6,-23,-6,-24,-6,-24,-6,-25,-8,-26,-11,-26,-10,-28,-9,-30,-9,-29,-9,-27
-67,141880320,82,32,5,0,19,-25,20,-26,21,-26,20,-25,20,-23,17,-22,16,-21,16,-21,15,-22,14,-21,15,-22,15,-24,13,-23,13,-21,14,-20,14,-18,14,-15,14,-14,13,-14,11,-14,11,-13,11,-12,10,-12,10,-12,11,-11,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-10,6,-10,7,-10,7,-11,9,-12,10,-12,11,-12,11,-12,12,-13,13,-13,14,-13,14,-13,14,-14,14,-15,15,-17,15,-18,16,-19,18,-19,18,-19,17,-19,18,-21,20,-22,20,-22,21,-23,21,-23,20,-24
-25,141882978,82,32,5,0,-23,-4,-23,-2,-23,-1,-24,0,-25,1,-25,1,-26,0,-25,0,-25,-1,-24,-2,-23,-2,-21,-2,-20,-2,-18,-1,-17,0,-16,0,-15,1,-15,2,-15,2,-15,2,-15,2,-15,1,-15,1,-15,0,-14,-2,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-11,-2,-12,-3,-13,-4,-14,-6,-15,-7,-15,-9,-14,-10,-14,-11,-13,-11,-12,-11,-12,-10,-13,-9,-13,-8,-15,-7,-17,-6,-19,-5,-21,-6,-23,-6,-24,-7,-26,-8,-26,-10,-26,-10,-26,-11,-25,-12,-25,-11,-24,-11
-66,144677170,-4,-64,15,0,25,-18,24,-19,20,-19,20,-18,21,-18,18,-17,17,-18,15,-19,15,-18,15,-18,15,-20,16,-20,15,-20,16,-21,17,-20,14,-16,12,-17,11,-18,12,-17,12,-16,14,-15,13,-12,13,-11,12,-10,9,-8,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,10,-5,10,-5,10,-6,10,-5,11,-6,11,-7,12,-8,13,-8,12,-7,14,-7,17,-7,19,-8,20,-10,17,-10,16,-10,18,-11,20,-13,20,-12,19,-12,19,-14,20,-16,23,-15,26,-15,27,-18,28,-19,30,-17
-66,146388111,98,32,6,0,-32,-13,-30,-13,-28,-13,-28,-12,-28,-11,-29,-12,-29,-11,-27,-9,-25,-9,-25,-10,-26,-8,-26,-8,-24,-9,-24,-8,-25,-9,-24,-10,-23,-11,-21,-10,-19,-9,-17,-9,-15,-9,-14,-10,-14,-11,-15,-10,-16,-11,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-11,-1,-11,-2,-12,-4,-12,-5,-13,-5,-14,-5,-15,-5,-15,-6,-15,-7,-16,-6,-17,-5,-18,-6,-18,-8,-19,-8,-20,-8,-19,-9,-19,-10,-21,-10,-22,-9,-23,-10,-25,-11,-26,-11,-27,-10,-28,-12,-30,-13,-31,-10
